Autor,Apariciones
"Schleiss, Johannes",3
"Shao, Ling",3
"Shen, Xuemin",3
"Shu, Huazhong",3
"Sun, Geng",3
"Swindell, Andrew",3
"Tsang, Ivor W.",3
"Wang, Bin",3
"Wang, Chaoran",3
"Wang, Hui",3
"Wang, Jue",3
"Wang, Jun",3
"Wang, Lei",3
"Wang, Shaofeng",3
"Wang, Tian",3
"Wang, Xiaoyu",3
"Wei, Xiaoqing",3
"Wu, Chuhao",3
"Wu, Dongrui",3
"Xiong, Shengwu",3
"Xu, Luyun",3
"Yu, Hao",3
"Zappatore, Marco",3
"Zhang, Hao",3
"Zhang, Hongfeng",3
"Zhang, Hui",3
"Zhang, Jie",3
"Zhang, Ning",3
"Zhang, Ruichen",3
"Zhao, Jun",3
"Zheng, Aihua",3
"Zhou, Xiaoxu",3
"Zhou, Yu",3
"Zhu, Hao",3
"Amzalag, Meital",4
"Bearman, Margaret",4
"Chen, Yang",4
"Cubillos, Claudio",4
"Fu, Zhangjie",4
"Hernandez-Rizzardini, Rocael",4
"Hwang, Gwo-Jen",4
"Kim, Jinhee",4
"Kohnke, Lucas",4
"Li, Chenglong",4
"Li, Wei",4
"Li, Xuefan",4
"Li, Yidong",4
"Lu, Xiaoqiang",4
"Mellado, Rafael",4
"Nikolic, Sasha",4
"Nunez, Nicolas A.",4
"Quan, Dou",4
"Roe, Jasper",4
"Shang, Ronghua",4
"Tang, Xu",4
"Wang, Shuang",4
"Yu, Xin",4
"Zhang, Kai",4
"Amado-Salvatierra, Hector R.",5
"Bannister, Peter",5
"Chai, Kok Keong",5
"Chen, Puhua",5
"Chen, Yue",5
"Feng, Zhixi",5
"Gong, Maoguo",5
"Hou, Biao",5
"Khlaif, Zuheir N.",5
"Kim, Dong In",5
"Lang, Qi",5
"Lu, Xiaobo",5
"Ma, Wenping",5
"Shahzad, Muhammad Farrukh",5
"Song, Wenzhuo",5
"Wang, Jiacheng",5
"Wang, Wei",5
"Weng, Xiaojing",5
"Wu, Q. M. Jonathan",5
"Xia, Qi",5
"Xu, Shuo",5
"Zhang, Daoqiang",5
"Zhou, Zhili",5
"Li, Yan",6
"Liang, Shuang",6
"Xiong, Zehui",6
"Yin, Minghao",6
"Bozkurt, Aras",7
"Chiu, Thomas K. F.",7
"Du, Hongyang",7
"Kang, Jiawen",7
"Zhang, Xiangrong",7
"Zhang, Yang",8
"Wang, Minjuan",9
"Niyato, Dusit",11
"Li, Lingling",12
"Yang, Shuyuan",12
"Liu, Fang",13
"Liu, Xu",13
"Jiao, Licheng",24
